date,time,frequency,stock,ma,price,description
20190104,11:30:00,1,600017,2.779416666666664,2.78,cross above
20190104,11:30:00,1,600019,6.478916666666677,6.49,cross above
20190104,11:30:00,1,600022,1.5890000000000029,1.59,cross above
20190104,11:30:00,1,600276,51.73174999999999,53.1,cross above
20190104,11:30:00,1,600026,4.441833333333337,4.49,cross above
20190104,11:30:00,1,600285,7.467000000000005,7.47,cross above
20190104,11:30:00,1,600287,4.960333333333337,5.04,cross above
20190104,11:30:00,1,600288,7.062666666666661,7.09,cross above
20190104,11:30:00,1,600290,4.8767499999999995,4.98,cross above
20190104,11:30:00,1,600569,3.078250000000002,3.09,cross above
20190104,11:30:00,1,600295,7.53558333333333,7.59,cross above
20190104,11:30:00,1,600299,11.248750000000001,11.3,cross above
20190104,11:30:00,1,600302,4.434666666666669,4.46,cross above
20190104,11:30:00,1,600691,2.4638333333333344,2.49,cross above
20190104,11:30:00,1,600805,4.718833333333334,4.74,cross above
20190104,11:30:00,1,600446,10.080833333333327,10.33,cross above
20190104,11:30:00,1,600575,2.1646666666666663,2.19,cross above
20190104,11:30:00,1,600576,4.255833333333336,4.27,cross above
20190104,11:30:00,1,600811,3.682416666666669,3.73,cross above
20190104,11:30:00,1,600580,6.482250000000001,6.49,cross above
20190104,11:30:00,1,600812,4.018749999999998,4.07,cross above
20190104,11:30:00,1,600814,5.134333333333337,5.15,cross above
20190104,11:30:00,1,600707,4.144166666666664,4.15,cross above
20190104,11:30:00,1,600583,4.91841666666667,4.92,cross above
20190104,11:30:00,1,600821,4.064333333333332,4.09,cross above
20190104,11:30:00,1,600980,9.981083333333334,10.02,cross above
20190104,11:30:00,1,600981,3.803833333333334,3.84,cross above
20190104,11:30:00,1,600467,2.4292500000000006,2.48,cross above
20190104,11:30:00,1,600595,1.9654166666666668,1.97,cross above
20190104,11:30:00,1,600596,10.857333333333337,10.88,cross above
20190104,11:30:00,1,600986,4.224916666666668,4.3,cross above
20190104,11:30:00,1,600328,6.944166666666657,7.02,cross above
20190104,11:30:00,1,600599,10.611583333333332,10.83,cross above
20190104,11:30:00,1,600992,7.04333333333333,7.1,cross above
20190104,11:30:00,1,600993,13.221583333333363,13.3,cross above
20190104,11:30:00,1,600603,4.132999999999998,4.16,cross above
20190104,11:30:00,1,601000,2.392583333333329,2.4,cross above
20190104,11:30:00,1,600727,5.607249999999998,5.62,cross above
20190104,11:30:00,1,601007,8.037916666666659,8.13,cross above
20190104,11:30:00,1,600611,4.028666666666661,4.06,cross above
20190104,11:30:00,1,601010,2.9170833333333306,2.92,cross above
20190104,11:30:00,1,601011,5.562666666666662,5.58,cross above
20190104,11:30:00,1,600735,5.2775833333333315,5.32,cross above
20190104,11:30:00,1,600335,6.398166666666665,6.52,cross above
20190104,11:30:00,1,600336,3.4333333333333327,3.47,cross above
20190104,11:30:00,1,600616,4.835999999999996,4.84,cross above
20190104,11:30:00,1,600737,7.279999999999993,7.32,cross above
20190104,11:30:00,1,601595,12.335249999999995,12.4,cross above
20190104,11:30:00,1,600743,2.444416666666669,2.47,cross above
20190104,11:30:00,1,600744,2.640999999999998,2.66,cross above
20190104,11:30:00,1,600348,5.078166666666659,5.1,cross above
20190104,11:30:00,1,601021,31.361750000000015,31.44,cross above
20190104,11:30:00,1,601028,4.721416666666668,4.75,cross above
20190104,11:30:00,1,601611,6.583083333333334,6.65,cross above
20190104,11:30:00,1,600824,3.4160833333333342,3.46,cross above
20190104,11:30:00,1,601618,3.078666666666662,3.1,cross above
20190104,11:30:00,1,600356,5.5603333333333325,5.64,cross above
20190104,11:30:00,1,600628,6.454750000000001,6.47,cross above
20190104,11:30:00,1,600835,15.122416666666657,15.23,cross above
20190104,11:30:00,1,601098,12.782250000000015,12.85,cross above
20190104,11:30:00,1,600838,6.065083333333329,6.1,cross above
20190104,11:30:00,1,600839,2.332500000000003,2.36,cross above
20190104,11:30:00,1,600761,8.884416666666661,8.96,cross above
20190104,11:30:00,1,600639,11.471999999999985,11.53,cross above
20190104,11:30:00,1,601666,3.5460000000000016,3.58,cross above
20190104,11:30:00,1,600643,8.48933333333334,8.8,cross above
20190104,11:30:00,1,600770,4.868166666666661,4.88,cross above
20190104,11:30:00,1,600843,6.810083333333333,6.9,cross above
20190104,11:30:00,1,600847,11.748833333333327,11.83,cross above
20190104,11:30:00,1,603026,19.450750000000006,19.48,cross above
20190104,11:30:00,1,600850,16.421750000000017,16.68,cross above
20190104,11:30:00,1,601118,4.542999999999996,4.57,cross above
20190104,11:30:00,1,603029,13.491333333333332,13.56,cross above
20190104,11:30:00,1,600856,3.969833333333333,4.0,cross above
20190104,11:30:00,1,600649,5.5459166666666695,5.57,cross above
20190104,11:30:00,1,600650,9.620583333333341,9.65,cross above
20190104,11:30:00,1,600382,7.773666666666665,7.81,cross above
20190104,11:30:00,1,600857,8.290583333333329,8.35,cross above
20190104,11:30:00,1,600859,13.555666666666665,13.64,cross above
20190104,11:30:00,1,601789,3.1350833333333363,3.17,cross above
20190104,11:30:00,1,600784,5.122333333333329,5.21,cross above
20190104,11:30:00,1,600785,16.383083333333317,16.56,cross above
20190104,11:30:00,1,601137,6.963666666666666,7.02,cross above
20190104,11:30:00,1,600865,5.641083333333335,5.65,cross above
20190104,11:30:00,1,601158,5.554083333333328,5.56,cross above
20190104,11:30:00,1,603041,14.296416666666653,14.31,cross above
20190104,11:30:00,1,601163,11.260000000000009,11.3,cross above
20190104,11:30:00,1,603043,26.501583333333322,26.56,cross above
20190104,11:30:00,1,601838,8.090666666666673,8.3,cross above
20190104,11:30:00,1,600874,8.205500000000004,8.25,cross above
20190104,11:30:00,1,601857,7.233416666666679,7.26,cross above
20190104,11:30:00,1,600666,3.0744166666666644,3.11,cross above
20190104,11:30:00,1,600881,3.38425,3.41,cross above
20190104,11:30:00,1,600667,5.165083333333332,5.19,cross above
20190104,11:30:00,1,600884,13.08366666666665,13.12,cross above
20190104,11:30:00,1,603299,5.03633333333333,5.06,cross above
20190104,11:30:00,1,600888,4.191500000000004,4.28,cross above
20190104,11:30:00,1,603055,10.521500000000007,10.64,cross above
20190104,11:30:00,1,600797,7.346666666666663,7.44,cross above
20190104,11:30:00,1,600676,4.36516666666667,4.39,cross above
20190104,11:30:00,1,603586,12.795833333333341,12.92,cross above
20190104,11:30:00,1,603588,7.919916666666667,7.94,cross above
20190104,11:30:00,1,600891,6.539416666666663,6.54,cross above
20190104,11:30:00,1,600393,2.169416666666665,2.19,cross above
20190104,11:30:00,1,603308,8.20116666666667,8.35,cross above
20190104,11:30:00,1,600901,5.9685000000000095,6.0,cross above
20190104,11:30:00,1,603817,6.141583333333339,6.18,cross above
20190104,11:30:00,1,603818,6.681583333333323,6.76,cross above
20190104,11:30:00,1,603079,16.433333333333344,16.48,cross above
20190104,11:30:00,1,601216,2.6268333333333334,2.65,cross above
20190104,11:30:00,1,603828,7.581083333333343,7.61,cross above
20190104,11:30:00,1,603319,20.52008333333334,20.53,cross above
20190104,11:30:00,1,603088,11.466166666666663,11.52,cross above
20190104,11:30:00,1,601238,10.257333333333333,10.32,cross above
20190104,11:30:00,1,603106,10.557083333333335,10.85,cross above
20190104,11:30:00,1,601319,5.597333333333328,5.72,cross above
20190104,11:30:00,1,603615,8.700416666666674,8.72,cross above
20190104,11:30:00,1,603111,3.9995000000000025,4.02,cross above
20190104,11:30:00,1,600963,4.033499999999992,4.05,cross above
20190104,11:30:00,1,603113,11.120916666666655,11.14,cross above
20190104,11:30:00,1,603116,7.023583333333337,7.1,cross above
20190104,11:30:00,1,603117,3.611250000000005,3.64,cross above
20190104,11:30:00,1,600970,5.507166666666669,5.57,cross above
20190104,11:30:00,1,601368,5.801083333333328,5.85,cross above
20190104,11:30:00,1,603333,5.051249999999997,5.07,cross above
20190104,11:30:00,1,603336,15.859916666666646,15.88,cross above
20190104,11:30:00,1,603628,7.329999999999988,7.35,cross above
20190104,11:30:00,1,603869,15.09074999999999,15.26,cross above
20190104,11:30:00,1,603355,21.738833333333325,21.94,cross above
20190104,11:30:00,1,603648,10.707666666666665,10.72,cross above
20190104,11:30:00,1,603166,5.235500000000001,5.25,cross above
20190104,11:30:00,1,603669,9.979166666666673,10.0,cross above
20190104,11:30:00,1,603383,29.544666666666675,30.85,cross above
20190104,11:30:00,1,603387,26.983500000000024,27.11,cross above
20190104,11:30:00,1,603688,10.620000000000006,10.7,cross above
20190104,11:30:00,1,603456,6.289416666666659,6.35,cross above
20190104,11:30:00,1,603458,30.657083333333322,30.99,cross above
