date,time,frequency,stock,ma,price,description
20190104,14:44:51,5,002160,3.366166666666665,3.37,cross above
20190104,14:44:51,5,000628,9.73891666666667,9.74,cross above
20190104,14:44:51,5,000633,4.8309999999999995,4.85,cross above
20190104,14:44:45,5,000813,9.129250000000004,9.14,cross above
20190104,14:44:51,5,002563,8.782583333333324,8.79,cross above
20190104,14:44:51,5,002209,6.831749999999996,6.85,cross above
20190104,14:44:48,5,002811,18.072499999999984,18.16,cross above
20190104,14:44:51,5,300358,7.601916666666668,7.61,cross above
20190104,14:44:39,5,300420,4.935083333333334,4.96,cross above
20190104,14:44:48,5,300282,11.771416666666658,11.78,cross above
20190104,14:44:51,5,300657,28.62116666666669,28.63,cross above
20190104,14:44:45,5,300444,6.500500000000005,6.51,cross above
20190104,14:44:50,5,600023,4.64425,4.65,cross above
20190104,14:44:50,5,600179,6.502000000000003,6.51,cross above
20190104,14:44:46,5,600201,15.983500000000001,15.99,cross above
20190104,14:44:50,5,600629,11.254833333333332,11.27,cross above
20190104,14:45:01,5,600267,8.091749999999998,8.1,cross above
20190104,14:45:01,5,603909,25.54116666666666,25.55,cross above
20190104,14:45:01,5,603938,18.714916666666678,18.75,cross above
20190104,14:45:01,5,603988,9.920916666666663,9.93,cross above
20190104,14:45:15,5,002113,3.721916666666668,3.73,cross above
20190104,14:45:15,5,002160,3.3609166666666654,3.37,cross above
20190104,14:45:15,5,002549,5.503166666666663,5.51,cross above
20190104,14:45:24,5,002696,8.863583333333333,8.87,cross above
20190104,14:45:24,5,000983,5.384916666666668,5.4,cross above
20190104,14:45:24,5,300454,86.63291666666665,86.66,cross above
20190104,14:45:21,5,600064,7.916416666666663,7.92,cross above
20190104,14:45:21,5,600339,3.6033333333333326,3.61,cross above
20190104,14:45:25,5,603638,24.135750000000016,24.14,cross above
20190104,14:45:25,5,603693,13.630249999999988,13.64,cross above
20190104,14:46:00,5,002113,3.721916666666668,3.73,cross above
20190104,14:46:00,5,000681,23.356083333333345,23.4,cross above
20190104,14:46:00,5,002131,1.423916666666666,1.43,cross above
20190104,14:46:00,5,002241,6.873083333333331,6.88,cross above
20190104,14:45:39,5,002160,3.3609166666666654,3.37,cross above
20190104,14:46:00,5,002050,12.570000000000011,12.58,cross above
20190104,14:46:00,5,002179,34.366333333333344,34.37,cross above
20190104,14:46:00,5,300292,3.7982500000000017,3.8,cross above
20190104,14:45:55,5,600166,1.7958333333333334,1.8,cross above
20190104,14:45:56,5,600807,3.85275,3.86,cross above
20190104,14:45:55,5,600267,8.08908333333333,8.1,cross above
20190104,14:45:55,5,600724,3.3884166666666644,3.4,cross above
20190104,14:45:54,5,603960,26.565166666666656,26.61,cross above
20190104,14:45:52,5,603168,6.832833333333339,6.84,cross above
20190104,14:45:55,5,600929,8.16891666666666,8.17,cross above
20190104,14:46:18,5,002549,5.503166666666663,5.51,cross above
20190104,14:46:18,5,002697,5.099916666666664,5.1,cross above
20190104,14:46:24,5,300261,4.919750000000001,4.92,cross above
20190104,14:46:31,5,600724,3.3884166666666644,3.39,cross above
20190104,14:46:33,5,601899,3.075749999999997,3.08,cross above
20190104,14:46:57,5,002241,6.8728333333333325,6.88,cross above
20190104,14:46:54,5,000918,7.478833333333335,7.48,cross above
20190104,14:46:57,5,000983,5.384916666666668,5.39,cross above
20190104,14:47:00,5,002549,5.503166666666663,5.51,cross above
20190104,14:47:00,5,002507,21.45966666666665,21.47,cross above
20190104,14:47:00,5,300363,8.942250000000005,8.95,cross above
20190104,14:46:59,5,600011,7.028083333333329,7.05,cross above
20190104,14:47:00,5,600339,3.6033333333333326,3.61,cross above
20190104,14:47:00,5,603883,45.680583333333324,45.88,cross above
20190104,14:47:00,5,601899,3.075749999999997,3.08,cross above
20190104,14:47:00,5,603886,17.527333333333328,17.56,cross above
20190104,14:46:55,5,603167,8.690083333333337,8.7,cross above
20190104,14:47:15,5,002113,3.7217500000000014,3.73,cross above
20190104,14:47:12,5,002244,3.8019166666666675,3.81,cross above
20190104,14:47:15,5,002138,14.020499999999998,14.03,cross above
20190104,14:47:15,5,300298,10.350083333333329,10.39,cross above
20190104,14:47:15,5,300280,31.84808333333334,31.95,cross above
20190104,14:47:15,5,300292,3.7982500000000017,3.8,cross above
20190104,14:47:15,5,300071,3.592333333333332,3.6,cross above
20190104,14:47:18,5,300657,28.606416666666693,28.63,cross above
20190104,14:47:15,5,600023,4.643083333333333,4.65,cross above
20190104,14:47:15,5,600166,1.7958333333333334,1.8,cross above
